Comment,Llama 70B,Mixtral,Deepseek,Llama 70B Round1,Mixtral Round1,Deepseek Round1,Llama 70B R2,Mixtral R2,Deepseek R2,Llama 70B R3,Mixtral R3,Deepseek R3,Llama 70B Final,Mixtral Final,Deepseek Final
"Shame on all the superdelegates who did not represent the actual will of the people. 

Closed to 70% of democratic state parties made deals with the Hillary Victory Fund. The Fund allows Hillary’s multi-millionaire and billionaire supporters to bypass individual campaign donation limits.  It also enables the Clinton campaign to buy 500+ superdelegates with the promise of contributions to their re-election fund.  

Hillary also received millions of additional votes because of the EARLY endorsement from the 500+ superdelegates.  This is because electability has been a major factor among many voters especially black voters.  To date, 22 million people have voted and Bernie Sanders has won 46% of the states; it’s absolutely disgraceful that he has only received less than 5% of these superdelegates.  The race is rigged for sure!",Undemocratic manipulation of superdelegates,Systemic Disenfranchisement,Undue Influence of Wealthy Donors and Superdelegates,Systemic Undue Influence,Systemic Undue Influence,Undue Influence of Wealthy Donors and Superdelegates,Systemic Undue Influence in Democratic Process,"1. Systemic Corruption in Democratic Process
2. Institutional Manipulation of Democratic Outcomes
3. Undue Influence in Democratic Decision-Making",Systemic Undue Influence of Superdelegates and Wealthy Donors,Undue Influence and Systemic Bias in the 2016 Democratic Primaries,"**Systemic Undue Influence in Democratic Process**

* **Undue Influence and Systemic Bias in Democratic Primaries**
* **Democratic Process Manipulation by Wealthy Donors and Superdelegates**
* **Systemic Corruption and Undue Influence in 2016 Democratic Primaries**",**Code:** Systemic Undue Influence in Democratic Process,Undue Influence of Wealthy Donors and Superdelegates in Democratic Process,Systemic Undue Influence in Democratic Process,Systemic Undue Influence of Wealthy Donors and Superdelegates in the 2016 Democratic Primaries
"Well I don't think you see further attempts to discredit her because she is a fringe candidate that stands no chance to raise money or votes.
Frankly her association with Hales doesn't bother me at all; it's her inability to articulate her ideas during the debates.  And that she doesn't really have the experience or extensive background to be a mayor.
Oh and some really stupid tweets alienating white males, because the solution to that is a a white female... not experience, a plan or ideas beyond a couple hot button issues that are not unique or viable.
She's no Jules Bailey (who is also unelectable!)",Inexperienced fringe candidate with poor communication skills and alienating rhetoric.,Lack of Credibility,**Code:** Unviably Qualified Candidate,Perceived Inadequate Candidate,"1. Lack of Credibility due to Inadequate Communication and Experience

2. Perceived Inadequate Candidate

3. Perceived Inadequate Candidate due to Poor Communication and Limited Experience

Consensus Code: Ineffective Candidate due to Limited Qualifications and Communication",Ineffective Candidate Due to Limited Qualifications and Communication,Ineffective Candidate Due to Limited Qualifications and Communication,Ineffective Candidate Due to Limited Qualifications and Communication,"Candidate with Lack of Credibility, Communication, and Experience.",Ineffective Candidate Due to Limited Qualifications and Communication,Ineffective Candidate Due to Limited Qualifications and Communication,"Ineffective Candidate Due to Limited Qualifications, Poor Communication, and Alienating Rhetoric.","```plaintext
Ineffective Candidate Due to Limited Qualifications, Poor Communication, and Alienating Rhetoric.
```",Ineffective Candidate Due to Limited Qualifications and Communication.,Ineffective Candidate Due to Limited Qualifications and Communication
"Sadly, you have hypotheticals in your narrative as well, James. 13 years ago I was with my sons in an Indian restaurant in downtown San Francisco. As I headed to the men's room there was a commotion in the ladies' room. A transgender guy dressed as a female prostitute in a very short skirt was in the ladies room shaving his legs at the sink to prepare for the evening. He had no underwear on so his junk was clearly visible as he had one foot up on the sink. This was all apparently no big deal to him, but a female patron had complained to the owner, who was confronting the guy and holding the ladies' room door open as I walked by. I figured, wow, so that's what goes on in San Francisco. Now this will be coming to a ladies' room near you and your young daughters, minus the confrontation. The brazen attitudes will increase exponentially as the administration enables their behavior. It is only being done to increase the turnout for Hillary, not just for the benefit of the trangendered.",Promotion of Transgender Rights Politicized and Normalization Fear,Transphobic Anxiety,**Normalization of Transgressive Behavior**,**Normalization of Transgressive Gender Identity Expression**,"1. Transphobic Anxiety
2. Normalization of Transgressive Gender Identity Expression
3. Normalization of Non-Conforming Gender Identity Expression
4. Concerns about Gender Identity Expression in Public Spaces
5. Normalization of Perceived Inappropriate Gender Expression
6. Discomfort with Non-Normative Gender Identity Expression
7. Normalization of Gender Non-Conformity",**Fear of Normalized Transgressive Gender Expression**,Fear of Normalized Gender Non-Conformity,Fear of Normalized Gender Non-Conformity,**Fear of Normalized Gender Non-Conformity**,Fear of Normalized Gender Identity Expression,"- Fear of Normalized Gender Identity Expression
- Apprehension about Normalized Non-Conforming Gender Expression
- Concern about Increasing Acceptance of Non-Traditional Gender Identity Expression",**Fear of Normalized Gender Identity Expression in Public Spaces**,"```
// This code snippet addresses the fear associated with normalized gender identity expression.
// It aims to provide a qualitative understanding of the emotional and social dynamics involved.

function exploreFearOfGenderExpression() {
    // Define key emotional responses
    const emotions = ['fear', 'anxiety', 'confusion', 'resistance'];

    // Identify social factors contributing to fear
    const socialFactors = ['cultural norms', 'peer pressure', 'media influence', 'family expectations'];

    // Analyze the impact of fear on individuals
    const impactAnalysis = {
        emotionalImpact: 'Increased stress and anxiety levels',
        socialImpact: 'Potential isolation or exclusion from social groups',
        personalImpact: 'Hindered self-expression and identity exploration'
    };

    // Explore coping mechanisms
    const copingMechanisms = ['support groups', 'therapy', 'education and awareness programs', 'open dialogue'];

    // Return a qualitative summary
    return {
        emotions,
        socialFactors,
        impactAnalysis,
        copingMechanisms
    };
}

// Execute the function to explore the fear of normalized gender identity expression
console.log(exploreFearOfGenderExpression());
```","```plaintext
**Fear of Normalized Gender Identity Expression**
```",**Fear of Normalized Gender Identity Expression**
"These people, our legislators are giving our oil away and paying the multi-national oil companies to take it. Wake up Alaska its not fertilizer for the future it is B.S. Man are they laughing in London, Dallas and Houston at the Alaska legislative whores who work for them. Paid for by industry....we are as stupid now as Hammond and Egan both predicted as oil takes over the awareness of Alaskans. Wake up these are not OUR legislators they are dumb pawns who work for their ""partners"" the oil industry they are too uniformed to see what they are doing.... sentencing the next generations of Alaskans to clean up the mess...",Corporate giveaway of oil resources; legislators perceived as industry pawns harming future generations,Betrayal by Corruption,Betrayal by Legislators: Industry Influence and Corruption,Legislative Betrayal: Industry Corruption,Legislative Betrayal via Industry Influence,Legislative Betrayal via Industry Influence,Legislative Betrayal via Industry Influence,"- Legislative Betrayal via Industry Influence
- Legislative Betrayal by Industry Influence
- Industry-Influenced Legislative Betrayal
- Betrayal of Public Trust: Legislative-Industry Collusion",**Final Refined Code:** Legislative Betrayal via Industry Influence,Legislative Betrayal via Industry Influence,"- Legislative Betrayal via Industry Influence
- Legislative Betrayal via Oil Industry Influence
- Alaska Oil: Legislative Betrayal via Industry Influence
- Legislative Betrayal via Industry Influence: Intergenerational Consequences
- Intergenerational Betrayal: Legislative Complicity with Oil Industry
- Legislative Abdication to Oil Industry Influence
- Oil Industry Capture: Legislative Failure",**Legislative Betrayal via Industry Influence**,Legislative Betrayal via Industry Influence,Legislative Betrayal via Industry Influence,Legislative Betrayal via Industry Influence
"This country as a whole is so upside down in economics that the USA probably wont exist in fifty years. Trickle down economics, bad trade laws, unregulated banking, low pay, no bennifits, retirements lost in stock market crashes, Paul Ryan pushing to abolish medicare and social security, corporations moving out of country avoiding Corperate tax, labor moved to China. All in the name of greed. Right here in Alaska the same ignorant crap of giving welfare to the filthy rich oil companies while cutting state trooper funding, and food saftey inspectors to zero for example. This country and state needs an enima. If this is the economics our universities are teaching, then those professors should be charged with piracy of our economic system. READ what Oklahoma is going through right now because of huge tax breaks to the oil companies. Look at other states missfortunes, and learn! Stop the ingnorant oil welfare economics that are are historically called Carpet Bagger politicians.",The qualitative code for the comment could be: Critique of economic policies.,Economic Injustice,Criticizing Greed-Driven Economic Policies,**Greed-Fueled Economic Injustice**,"1. Economic Injustice
2. Greed-Driven Economic Injustice
3. Critique of Economic Injustice",**Refined Code:** Greed-Driven Economic Injustice,Frustration over Wealth-Biased Economic Structure leading to Widespread Struggles,"- Economic System Favoring the Wealthy
- Wealth-Driven Economic Injustice
- Unfair Economic Structure
- Critique of Pro-Wealth Economic Policies",Greed-Driven Economic Injustice,Wealth-Driven Economic Injustice,"- Wealth-Driven Economic Injustice
- Greed-Fueled Wealth-Driven Economic Injustice
- Societally Harmful Wealth-Driven Economic Injustice
- Exploitative Wealth-Driven Economic Injustice",**Greed-Driven Economic Injustice**,Wealth-Favoring Economic Injustice leading to Widespread Struggle and Frustration,Wealth-Driven Economic Injustice,The final qualitative code is **Greed-Driven Wealth Inequality and Economic Injustice.**
"You can't run as a ""progressive"" out one side of your mouth, be an unquestioning rubber-stamp for the PPB out yet another, and give money, time, and labor uncritically to a church that hates LGBTQ people, disabled people, and believes mixed-race marriages aren't okay out yet another.

Bailey failed spectacularly because Portland voters don't like hypocrites, and I can't think of anyone more hypocritical in this or any race. Perhaps it's time to consider something other than politics, Mr. Bailey, or potentially washing your hands of a church that's proud of the hate it preaches and shameless in the harm it does...and maybe reconsidering why unfettered police power is a good idea...and maybe realizing that there's a whole Portland east of Chávez that you ignored in your campaign. 

I'm not happy another candidate didn't make the runoff, but I'm on my knees thanking God, not the angry hateful Imago Dei """"God"""", but God as the Bible tells me, that Creepy Jules can't be Mayor at this point.","- Hypocritical politician
- Anti-LGBTQ+ church
- Ableist church
- Racist church
- Uncritical support of police
- Disregard for diverse communities",Hypocrisy and Accountability,"**Qualitative Code:** Hypocrisy, Betrayal, and Accountability in Progressive Politics",**Refined Qualitative Code:** Hypocritical Progressive Politics and Accountability,"**Qualitative Code:**

Hypocrisy, Betrayal, and Accountability in Progressive Politics

**Thematic Analysis Refinement:**
- **Hypocrisy:** Contradictory actions between claimed progressive values and actual support for regressive institutions.
- **Betrayal:** The failure to uphold progressive values, leading to a sense of betrayal.
- **Accountability:** The necessity for the candidate to address inconsistencies and consider the broader implications of their support on diverse communities.","**Refined Qualitative Code:** Hypocrisy, Betrayal, and Accountability in Progressive Politics","Hypocrisy, Accountability, and Neglect of Progressive Values in Politics","The qualitative codes extracted from the response are:

- Hypocrisy and Accountability in Progressive Politics
- Betrayal of Progressive Values: Hypocrisy and Neglect
- Hypocrisy and Disregard for Diverse Communities in Progressive Politics
- Accountability for Progressive Values: Hypocrisy and Community Neglect","**Refined Qualitative Code:** Hypocrisy, Betrayal, and Accountability in Progressive Politics","Hypocrisy, Betrayal, and Accountability in Progressive Politics","- Hypocrisy, Betrayal of Progressive Values, and Accountability in Politics
- Hypocrisy, Betrayal of LGBTQ+ and Racial Equity Values, and Accountability in Politics
- Double Standards in Progressive Politics: Hypocrisy, Betrayal, and Lack of Accountability
- Inconsistent Progressive Stances: Hypocrisy, Betrayal, and Call for Accountability","**Refined Qualitative Code:** Hypocrisy, Betrayal, and Accountability in Progressive Politics.","Hypocrisy, Betrayal, and Accountability in Progressive Politics","Hypocrisy, Betrayal, and Accountability in Progressive Politics.","**Final Agreed Qualitative Code:** Hypocrisy, Betrayal, and Accountability in Progressive Politics."
"Had he been in jail in Medford, this woman in Eugene would not have been assaulted.

They appear to be using the same catch-and-release policy in vogue here in Lane County.  In his case, it's also known as 'passing-the-trash'.   

That system was followed under the old vagrancy laws.  Now that the courts won't permit that and since the taxpayers are unwilling to fund your counseling/mental services program (assuming those were in fact needed), we just have to wait until an arrestee has 29 arrests (previous case this week) or he causes a serious enough or violent enough injury that he can't be ignored.",Cycle of recidivism & inadequate support for mental health services,Frustration with Revolving Door Justice,Systemic Failure of Catch-and-Release Policy,**Refined Code:** Catch-and-Release Policy Systemic Failure,"- Cycle of recidivism & inadequate support for mental health services
- Frustration with Revolving Door Justice
- Systemic Failure of Catch-and-Release Policy
- Catch-and-Release Policy Systemic Failure
- Systemic Failure: Revolving Door Justice
- Inadequate Justice System: Cycle of Recidivism
- Revolving Door Justice: Systemic Failure
- Catch-and-Release Policy: Systemic Injustice",Systemic Failure: Revolving Door Justice and Mental Health Neglect,Systemic Failure: Revolving Door Justice,"1. Systemic Failure: Revolving Door Justice
2. Catch-and-Release Policy Systemic Failure
3. Cycle of Recidivism & Inadequate Support","**Refined Code:** Systemic Failure: Revolving Door Justice & Mental Health Neglect

**Alternative Codes:**
1. Cycle of Recidivism & Systemic Mental Health Neglect
2. Revolving Door Justice & Inadequate Mental Health Support
3. Systemic Justice Failure & Mental Health Crisis",Systemic Failure: Revolving Door Justice & Mental Health Neglect,"**Refined Code:** Systemic Failure: Revolving Door Justice & Mental Health Neglect

**Alternative Codes:**
1. Cycle of Recidivism & Systemic Mental Health Neglect
2. Revolving Door Justice & Inadequate Mental Health Support
3. Systemic Justice Failure & Mental Health Crisis","**Refined Code:** Systemic Failure: Revolving Door Justice & Mental Health Neglect

**Alternative Codes:**
1. Cycle of Recidivism & Systemic Mental Health Neglect
2. Revolving Door Justice & Inadequate Mental Health Support
3. Systemic Justice Failure & Mental Health Crisis",Systemic Failure: Revolving Door Justice & Mental Health Neglect,Systemic Failure: Revolving Door Justice & Mental Health Neglect,"**Refined Code:** Systemic Failure: Revolving Door Justice & Mental Health Neglect

**Alternative Codes:**
1. Cycle of Recidivism & Systemic Mental Health Neglect
2. Revolving Door Justice & Inadequate Mental Health Support
3. Systemic Justice Failure & Mental Health Crisis"
"It would be a true tragedy if your daughter would subjected to excrement that came from the bowels of someone different than yourself and deposited into a toilet that resided in the same facility that she went to!  No one should ever be subjected to such horrors.  

And we can all tell how cereal you are too - people that talk as tough as you on the internet are all way cereal.  Perhaps a third bathroom choice could be in order for someone like yourself....the 'super-duper tough manly man bathroom'.  I'm a man myself...but clearly I'm not as tough as you - so excrement that comes from my bowels should not be in toilets in the same facilities that you may visit.","The qualitative code extracted from the response is: 

- Internet Toughness
- Hygiene Fears",Sarcastic Misogyny,Contamination Fears and Segregation,Aggressive Separation and Contamination Anxiety,"- Internet Toughness and Hygiene Fears
- Sarcastic Misogyny
- Contamination Fears and Segregation
- Aggressive Separation and Contamination Anxiety
- Aggressive Xenophobic Separation Anxiety
- Sarcastic Contamination Phobia with Exclusionary Tendencies",**Contamination Fears and Segregation**,Aggressive Xenophobic Separation Anxiety,"- Aggressive Separation and Contamination Anxiety
- Sarcastic Misogyny
- Contamination Fears and Segregation
- Aggressive Contamination Fears with Sarcastic Exclusionary Tendencies
- Xenophobic and Misogynistic Contamination Fears with Aggressive Separation
- Aggressive and Sarcastic Contamination Phobia with Exclusionary Language
- Aggressive Xenophobic Contamination Fears with Sarcastic Exclusion
- Sarcastic Misogynistic Separation Anxiety with Contamination Phobia
- Aggressive Contamination Fears with Xenophobic and Misogynistic Undertones
- Xenophobic and Misogynistic Contamination Phobia with Aggressive Separation",Contamination Fears and Segregation,"1. Aggressive Xenophobic Misogyny with Contamination Anxiety and Segregation Desire
2. Sarcastic Contamination Phobia and Exclusionary Misogyny with Xenophobic Undertones
3. Aggressive Separation and Contamination Anxiety
4. Contamination Fears and Segregation","**Qualitative Code:**

Sarcastic Xenophobic Contamination Anxiety with Segregation Desire",**Final Code:** Contamination Fears and Segregation,Contamination Fears and Segregation,Contamination Fears and Segregation,**Final Code:** Contamination Fears and Segregation
"if a trip wire or sensors could be hooked up to sprinkle only when someone enters the yard, it may not be so ""offensive""   I don't what the woman in California's issue is with the water left on - perhaps all the to-do about rationing water, especially in the Stockton area. I feel the pain of the homeowner or resident of that yard.  it would be horrible  - like coyotes going through garbage and cats pooping in the flower beds.  but unlike wildlife -  these opportunists/parasites go through mail, back yards, cars.... anywhere they see a ""score"". and will deliberately mess a yard with their own feces in a last act of disrespect and disregard.  I haven't had any human poopers as far as I know but have had these guys rummage.  first with consent for recyclables, IF there was no mess left.  big fail. one guy actually tried to open my garage door as well....",Unwanted Intrusion and Disregard for Property,Resentment towards opportunistic trespassers,**Code:** Trespasser Frustration,Trespasser Frustration,Trespasser Frustration,**Qualitative Code:** Unwanted Trespasser Frustration,Unwanted Trespasser Frustration,"Unwanted Trespasser Frustration (with optional minor adjustments, such as Intrusive Unwanted Trespasser Frustration or Disrespectful Trespasser Frustration, to enhance descriptiveness while maintaining conciseness)",Unwanted Trespasser Frustration,Unwanted & Disrespectful Trespasser Frustration,Unwanted Trespasser Frustration,Unwanted & Disrespectful Trespasser Frustration,Unwanted Trespasser Frustration,Unwanted Trespasser Frustration,Unwanted Trespasser Frustration
"OK, so. ""He sexually harassed his top female deputy ""No problem, that wasn't criminal  (except it is against the law so I don't know how that decision flies) etc., etc. and all that is just ""bad management"" to be tolerated by county employees and taxpayers? Except when he robs the county for  a new, loaded car, and that somehow finally pushes the buttons of the other *guys* around him and now it's time to get upset?  Disgusting. Time to roll up the Confederate flag, time to acknowledge the top female deputy is Daisy Duke, time to acknowledge this Hogg is taxpayer liability waiting for a lawsuit.","The qualitative code for the comment Double standards in addressing workplace misconduct and fiscal irresponsibility could be:

- Workplace Misconduct
- Double Standards
- Fiscal Irresponsibility",Selective Accountability,Double Standards in Workplace Misconduct,Selective Accountability in Double Standards of Workplace Misconduct,**Selective Accountability: Workplace Misconduct Double Standards**,Selective Accountability in Workplace Misconduct,Selective Accountability: Double Standards in Workplace Misconduct,Selective Accountability: Double Standards in Workplace Misconduct,Selective Accountability: Double Standards in Workplace Misconduct,Selective Accountability: Workplace Misconduct Double Standards,Selective Accountability: Double Standards in Workplace Misconduct,Selective Accountability: Double Standards in Workplace Misconduct,Selective Accountability: Double Standards in Workplace Misconduct,Selective Accountability: Workplace Misconduct Double Standards,Selective Accountability: Double Standards in Workplace Misconduct
"Wait! Did I hear an echo? Was that the bleat of our fav deadbeat? The woman who only 'uses' and gives back nothing? She of the endless drumming of government (Obama) is bad but you daresn't touch  my permanent fund div? Kearon, how is it not possible for you to not see how blatantly hypocritical you are? The woman whose husband writes incessantly to protect the old timers tax subsidy for property taxes? You are a taker, and don't really give a hoot about the future of Alaska because you will just scoot to better fitting climes when it suits you, and, leave nothing worthwhile behind.",Hypocritical government critic with self-serving motives,HypocrisyAccusation,Hypocrisy and Self-Serving Behavior,"1. **Hypocritical-Government-Benefits-User**: This code captures the individual's hypocrisy in using government benefits while criticizing others for doing the same. It highlights the inconsistency between the person's words and actions.

2. **Self-Serving-Motive-Alaska**: This code represents the individual's self-serving motives, demonstrated by their apparent disregard for Alaska's future and their intention to leave when it no longer benefits them. It conveys their personal agenda and lack of dedication to the community.

3. **Hypocrisy-Accusation**: This code encapsulates the overall theme of the comment, which is the accuser's outrage and criticism towards the individual's hypocrisy. It encompasses the hypocritical behavior and self-serving motives related to the individual's use of government benefits and their lack of commitment towards the community.","- Hypocritical government critic with self-serving motives
- HypocrisyAccusation
- Hypocrisy and Self-Serving Behavior
- Accusation of Hypocrisy and Self-Interest",**Qualitative Code: Hypocrisy and Self-Serving Behavior**,Accusation of Hypocrisy and Self-Interest,"**Code:** Accusation of Hypocrisy and Self-Interest: Criticizing Others while Benefiting from Government Programs

**Explanation:** This code captures the essence of the comment, which accuses an individual (Kearon) of hypocrisy and self-serving behavior, benefiting from government programs while criticizing others, and prioritizing personal gain over the community's well-being.

Alternatively, a shorter version of the code could be:

**Code:** Hypocrisy and Self-Interest Accusation

**Explanation:** This code conveys the main theme of the comment, accusing an individual of hypocrisy and self-serving behavior, while benefiting from government programs and lacking concern for the community's well-being.",**Refined Code:** Hypocrisy and Self-Interest: Criticizing Others While Benefiting from Government Programs,**Refined Code:** Accusation of Hypocrisy and Self-Interest: Undermining Alaska's Future through Personal Gain,"- Accusation of Hypocrisy and Self-Interest: Undermining Community Well-being
- Perceived Hypocrisy and Self-Interest: Prioritizing Personal Gain
- Hypocrisy and Self-Interest: Alaska's Loss
- Accusation of Hypocritical Behavior: Criticizing Others while Benefiting from Government Programs",Hypocrisy and Self-Interest: Kearon's Exploitation of Government Programs and Disregard for Alaska's Future,"Hypocritical Exploitation: Accusation of individual's self-interest in using government programs while criticizing others, disregarding community well-being.",**Accusation of Hypocrisy and Self-Interest: Disregard for Alaska's Future**,**Final Qualitative Code:** Hypocrisy and Self-Interest: Exploiting Government Programs for Personal Gain.
"Perhaps Robert should look at it from our point of view. As Americans, we are tired of the degradation of our country. Democrats are no longer democrats, but disguised communists. They no longer represent hard working Americans. They pander to who will vote for them- welfare royalty and the ""Gimme Free!"" crowd.  FDR started and LBJ continued this trend of stealing from the ""rich"" (anybody that works) and giving it to those that don't.  We are currently at the balance of 60% who work, 40% sucking on the public tit.  Republicans are not any different. The ""hands across the aisle"" is code for ""shhh.. we're with you"". Republicans pick the most worthless candidate and expect their members to vote for them. 

Along comes Trump. For us, he's the dagger to stab both parties in the back, for the broken promises they have made and the multiple times they have stabbed the American people in the back. Hell hath no fury like a woman scorned. It's coming.",Frustration with political establishment and support for Trump as a disruptive force.,Anti-Establishment Resentment,**Political Backlash and Desire for Change**,"Distrust and Frustration with Political Establishment, Seeking Disruptive Change through Trump","- **Anti-Establishment Sentiment and Desire for Disruptive Change**
- **Disillusionment with Politics and Support for Trump**
- **Frustration with Establishment and Desire for Alternative Leadership**
- **Political Discontent and Desire for Disruptive Change through Trump**",**Code:** *Anti-Establishment Resentment and Desire for Disruptive Change*,"1. Anti-Establishment Frustration and Desire for Disruptive Change
2. Distrust of Political Establishment and Call for Disruptive Change
3. Political Backlash and Yearning for Disruption",**Anti-Establishment Frustration and Desire for Disruptive Change**,**Anti-Establishment Frustration and Desire for Change**,"1. Distrust in political establishment and desire for disruptive change through Trump
2. Disillusionment with political parties and yearning for disruptive change with Trump
3. Anti-establishment sentiment and desire for disruptive change with Trump
4. Discontent with political representation and seeking disruptive change through Trump",Anti-Establishment Frustration and Desire for Disruptive Change,**Anti-Establishment Frustration and Desire for Change**,Anti-Establishment Frustration and Desire for Disruptive Change,Anti-Establishment Frustration and Desire for Disruptive Change,**Final Agreed Qualitative Code:** *Anti-Establishment Frustration and Desire for Disruptive Change*
"_""Seems Mr. Welch has his a few problems with civil discourse._

_He calls Hillary Clinton a *****.""_ -- From prior post, after it was edited.

This is too ludicrous. Apparently someone behind the scenes replaced the five-letter ""W"" word I used, which is an exact synonym for ""prostitute,"" which is what JoshuaWelch called Hillary Clinton.  

So, let's see. If I call someone a ""prostitute,"" who is obviously not a prostitute (as Welch did), that is ""civil.""

But if some responds to me that I should not refer to a woman as a [the ""W"" word here], _that person_ is uncivil.

Yeah, that's a sensible way to manage a comments feature.

-- Paul",Double standard in moderating offensive language,HypocrisyInModeration,Misuse of Civility in Online Discourse,InconsistentCivilityInOnlineDiscourse,"- HypocrisyInOnlineModeration
- CivilityDoubleStandard
- InconsistentCivility",**Final Code:** InconsistentCivilityInModeration,"* HypocriticalCivilityLabeling
* InconsistentModerationOfDerogatoryTerms
* CritiqueOfCivilityStandardsInOnlineDiscourse","* HypocrisyInCivility
* CivilityDoubleStandard
* DoubleStandardInModeration
* HypocrisyInLabelingLanguage
* InconsistentModerationOfDerogatoryTerms
* CivilityHypocrisy
* ModerationDoubleStandard",**Refined Code:** HypocrisyInCivilityStandards,InconsistentCivilityDoubleStandard,"- CivilityHypocrisy
- InconsistentCivility
- DoubleStandardInCivility
- HypocrisyInModeration",**Qualitative Code:** CivilityHypocrisy,**Refined Code:** CivilityHypocrisy,**InconsistentCivilityDoubleStandard**,**Qualitative Code:** CivilityHypocrisy
"Fascinating....to see a Washington Post contributor deride a Republican. Yet it's 'OK' for the major US newspapers to now criticize Trump, now that he has the nomination. Before this point, and playing a major role in his rise to the nomination (besides all the other candidates being downright terrifying), the major newspapers have treated us all to a 'reality newspaper', instead of reality television, where Mr. Trump was, without any kind of judgement  for national security threatening campaign remarks (like the journalistic equivalent of a wet paper bag), painted in a light of idolization for his off the cuff remarks and high ratings envisioned soundbites. Yet if you're still holding your Trump card as a good thing, and that no talent a-clown gets elected, you are why America is going down in a ball of WWIII flames in a few years.

No, the Washington Post and Mr. Bezos made it all too horrifically clear the past 6 months, Hilary is our girl and we'll try to defame Sanders like trolls",The qualitative code extracted from the response is: Media Bias in Trump Coverage and Political Endorsement.,Media Bias and Politicized Agenda,**Code:** Media Bias and Double Standards in Political Coverage,"Media Bias, Inconsistency, and Perception Management","**Refined Code:** Media Bias, Inconsistency, and Public Perception Manipulation","**Refined Code:** Media Bias, Double Standards, and Public Perception Manipulation","Media Bias, Double Standards, and Perception Manipulation in Political Coverage","**Media Bias, Double Standards, and Public Perception Manipulation in US Political Coverage**

* **Biased Media, Double Standards, and Perception Shaping in Politics**
* **Media Bias, Inconsistency, and Public Opinion Manipulation in US Politics**
* **Politicized Media, Double Standards, and Perception Management in the US**","**Final Refinement: Media Bias, Inconsistent Coverage, and Public Perception Manipulation**","Media Bias, Double Standards, and Perception Manipulation in US Political Coverage","**US Political Coverage: Media Bias, Inconsistent Treatment, and Perception Manipulation**","Media Bias, Inconsistent Treatment, and Perception Manipulation in US Political Coverage.","Media Bias, Inconsistent Treatment, and Perception Manipulation in US Political Coverage","Media Bias, Double Standards, and Perception Manipulation in US Political Coverage","Media Bias, Double Standards, and Perception Manipulation in US Political Coverage"
Wow so serving in the U.S. military made it okay to do what he did to an innocent man. I am in awe of the way this mobster' s attorneys fought for his life. Too bad there was no one there to fight for Tino's life the night he gave a greedy girl a ride. I say greedy because this crime was committed so the three lazy  idiots could rob a bank. Oh yeah don't forget the victims from the bank robbery. It's their fault for standing in the way of a U S. Veteran right. He  I hope that monster doesn't keep hurting others in the name of US military.,"- Justification of violent actions
- Misuse of power
- Lack of empathy
- Lack of fairness in the legal system",Outrage at Veteran's Impunity,**Code:** Military Justification for Crime,"- Outrage at Military Justification for Crime
- Outrage: Military Justification for Crime","- Outrage at Veteran's Impunity
- Military Justification for Crime
- Outrage at Military Justification for Crime
- Outrage: Military Justification for Crime
- Outrage over Military Justification
- Military Impunity and Outrage
- Crime Justified by Service: Outrage
- Military Service as Excuse: Outrage",Outrage at Military Justification for Crime,"Code: **Military Justification, Outrage**

Code: **Veteran's Military Justification for Violence, Sparking Outrage**

Code: **Outrage over Military-Justified Violence**","1. Outrage at Veteran's Impunity
2. Military Justification for Crime
3. Outrage at Military Justification for Crime
4. Outrage: Military Justification for Crime
5. Outrage over Military Justification
6. Military Impunity and Outrage
7. Military Justification, Outrage
8. Military Service as Excuse for Violence
9. Outrage at Military-Based Justification
10. Veteran's Actions: Military Justification, Public Outrage",Outrage at Military Justification for Crime,"- Outrage at Military Justification for Crime
- Outrage: Military Justification for Crime
- Military Justification, Outrage
- A veteran's use of military service to justify violent actions has sparked widespread outrage","1. Outrage at Military Justification for Crime
2. Military Justification, Outrage
3. Veteran's Impunity: Military Justification and Outrage
4. Outrage over Military Service as Justification for Violence
5. Military Service Used to Justify Crime: Public Outrage",Outrage at Military Justification for Crime,The qualitative code for this comment could be: Outrage and Frustration Over Legal System's Perceived Leniency.,A veteran's use of military service to justify violent actions has sparked public outrage.,Outrage at Military Justification for Crime
